A0 00:W 01:H 02:I 03:C 04:H C:1 H:1 I:1 W:1
A1 10:W 11:H 12:I 13:C 14:H C:1 H:1 I:1 W:1
A2 20:W 21:H 22:I 23:C 24:H C:1 H:1 I:1 W:1
A3 30:W 31:H 32:I 33:C 34:H C:1 H:1 I:1 W:1
A0 00:T 01:H 02:E 03:R 04:E E:1 H:1 R:1 T:1
A1 10:T 11:H 12:E 13:R 14:E E:1 H:1 R:1 T:1
A2 20:T 21:H 22:E 23:R 24:E E:1 H:1 R:1 T:1
A3 30:T 31:H 32:E 33:R 34:E E:1 H:1 R:1 T:1
D0 00:S 10:E 20:L 30:F E:1 F:1 L:1 S:1
D1 01:S 11:E 21:L 31:F E:1 F:1 L:1 S:1
D2 02:S 12:E 22:L 32:F E:1 F:1 L:1 S:1
D3 03:S 13:E 23:L 33:F E:1 F:1 L:1 S:1
D4 04:S 14:E 24:L 34:F E:1 F:1 L:1 S:1
D0 00:B 10:I 20:T 30:S B:1 I:1 S:1 T:1
D1 01:B 11:I 21:T 31:S B:1 I:1 S:1 T:1
D2 02:B 12:I 22:T 32:S B:1 I:1 S:1 T:1
D3 03:B 13:I 23:T 33:S B:1 I:1 S:1 T:1
D4 04:B 14:I 24:T 34:S B:1 I:1 S:1 T:1
D0 00:C 10:O 20:R 30:E C:1 E:1 O:1 R:1
D1 01:C 11:O 21:R 31:E C:1 E:1 O:1 R:1
D2 02:C 12:O 22:R 32:E C:1 E:1 O:1 R:1
D3 03:C 13:O 23:R 33:E C:1 E:1 O:1 R:1
D4 04:C 14:O 24:R 34:E C:1 E:1 O:1 R:1
D0 00:M 10:E 20:R 30:E E:1 M:1 R:1
D1 01:M 11:E 21:R 31:E E:1 M:1 R:1
D2 02:M 12:E 22:R 32:E E:1 M:1 R:1
D3 03:M 13:E 23:R 33:E E:1 M:1 R:1
D4 04:M 14:E 24:R 34:E E:1 M:1 R:1
D0 00:R 10:E 20:N 30:T E:1 N:1 R:1 T:1
D1 01:R 11:E 21:N 31:T E:1 N:1 R:1 T:1
D2 02:R 12:E 22:N 32:T E:1 N:1 R:1 T:1
D3 03:R 13:E 23:N 33:T E:1 N:1 R:1 T:1
D4 04:R 14:E 24:N 34:T E:1 N:1 R:1 T:1
D0 00:P 10:A 20:L 30:E A:1 E:1 L:1 P:1
D1 01:P 11:A 21:L 31:E A:1 E:1 L:1 P:1
D2 02:P 12:A 22:L 32:E A:1 E:1 L:1 P:1
D3 03:P 13:A 23:L 33:E A:1 E:1 L:1 P:1
D4 04:P 14:A 24:L 34:E A:1 E:1 L:1 P:1
D0 00:W 10:A 20:G 30:E A:1 E:1 G:1 W:1
D1 01:W 11:A 21:G 31:E A:1 E:1 G:1 W:1
D2 02:W 12:A 22:G 32:E A:1 E:1 G:1 W:1
D3 03:W 13:A 23:G 33:E A:1 E:1 G:1 W:1
D4 04:W 14:A 24:G 34:E A:1 E:1 G:1 W:1
D0 00:M 10:O 20:O 30:D D:1 M:1 O:1
D1 01:M 11:O 21:O 31:D D:1 M:1 O:1
D2 02:M 12:O 22:O 32:D D:1 M:1 O:1
D3 03:M 13:O 23:O 33:D D:1 M:1 O:1
D4 04:M 14:O 24:O 34:D D:1 M:1 O:1
D0 00:B 10:I 20:R 30:D B:1 D:1 I:1 R:1
D1 01:B 11:I 21:R 31:D B:1 D:1 I:1 R:1
D2 02:B 12:I 22:R 32:D B:1 D:1 I:1 R:1
D3 03:B 13:I 23:R 33:D B:1 D:1 I:1 R:1
D4 04:B 14:I 24:R 34:D B:1 D:1 I:1 R:1
D0 00:R 10:I 20:D 30:E D:1 E:1 I:1 R:1
D1 01:R 11:I 21:D 31:E D:1 E:1 I:1 R:1
D2 02:R 12:I 22:D 32:E D:1 E:1 I:1 R:1
D3 03:R 13:I 23:D 33:E D:1 E:1 I:1 R:1
D4 04:R 14:I 24:D 34:E D:1 E:1 I:1 R:1
D0 00:P 10:U 20:R 30:E E:1 P:1 R:1 U:1
D1 01:P 11:U 21:R 31:E E:1 P:1 R:1 U:1
D2 02:P 12:U 22:R 32:E E:1 P:1 R:1 U:1
D3 03:P 13:U 23:R 33:E E:1 P:1 R:1 U:1
D4 04:P 14:U 24:R 34:E E:1 P:1 R:1 U:1
D0 00:T 10:A 20:N 30:K A:1 K:1 N:1 T:1
D1 01:T 11:A 21:N 31:K A:1 K:1 N:1 T:1
D2 02:T 12:A 22:N 32:K A:1 K:1 N:1 T:1
D3 03:T 13:A 23:N 33:K A:1 K:1 N:1 T:1
D4 04:T 14:A 24:N 34:K A:1 K:1 N:1 T:1
D0 00:F 10:E 20:E 30:D D:1 E:1 F:1
D1 01:F 11:E 21:E 31:D D:1 E:1 F:1
D2 02:F 12:E 22:E 32:D D:1 E:1 F:1
D3 03:F 13:E 23:E 33:D D:1 E:1 F:1
D4 04:F 14:E 24:E 34:D D:1 E:1 F:1
D0 00:S 10:O 20:N 30:S N:1 O:1 S:1
D1 01:S 11:O 21:N 31:S N:1 O:1 S:1
D2 02:S 12:O 22:N 32:S N:1 O:1 S:1
D3 03:S 13:O 23:N 33:S N:1 O:1 S:1
D4 04:S 14:O 24:N 34:S N:1 O:1 S:1
D0 00:S 10:A 20:K 30:E A:1 E:1 K:1 S:1
D1 01:S 11:A 21:K 31:E A:1 E:1 K:1 S:1
D2 02:S 12:A 22:K 32:E A:1 E:1 K:1 S:1
D3 03:S 13:A 23:K 33:E A:1 E:1 K:1 S:1
D4 04:S 14:A 24:K 34:E A:1 E:1 K:1 S:1
D0 00:S 10:N 20:O 30:W N:1 O:1 S:1 W:1
D1 01:S 11:N 21:O 31:W N:1 O:1 S:1 W:1
D2 02:S 12:N 22:O 32:W N:1 O:1 S:1 W:1
D3 03:S 13:N 23:O 33:W N:1 O:1 S:1 W:1
D4 04:S 14:N 24:O 34:W N:1 O:1 S:1 W:1
D0 00:B 10:L 20:O 30:W B:1 L:1 O:1 W:1
D1 01:B 11:L 21:O 31:W B:1 L:1 O:1 W:1
D2 02:B 12:L 22:O 32:W B:1 L:1 O:1 W:1
D3 03:B 13:L 23:O 33:W B:1 L:1 O:1 W:1
D4 04:B 14:L 24:O 34:W B:1 L:1 O:1 W:1
D0 00:P 10:A 20:C 30:E A:1 C:1 E:1 P:1
D1 01:P 11:A 21:C 31:E A:1 C:1 E:1 P:1
D2 02:P 12:A 22:C 32:E A:1 C:1 E:1 P:1
D3 03:P 13:A 23:C 33:E A:1 C:1 E:1 P:1
D4 04:P 14:A 24:C 34:E A:1 C:1 E:1 P:1
D0 00:V 10:A 20:R 30:Y A:1 R:1 V:1 Y:1
D1 01:V 11:A 21:R 31:Y A:1 R:1 V:1 Y:1
D2 02:V 12:A 22:R 32:Y A:1 R:1 V:1 Y:1
D3 03:V 13:A 23:R 33:Y A:1 R:1 V:1 Y:1
D4 04:V 14:A 24:R 34:Y A:1 R:1 V:1 Y:1
D0 00:L 10:O 20:A 30:D A:1 D:1 L:1 O:1
D1 01:L 11:O 21:A 31:D A:1 D:1 L:1 O:1
D2 02:L 12:O 22:A 32:D A:1 D:1 L:1 O:1
D3 03:L 13:O 23:A 33:D A:1 D:1 L:1 O:1
D4 04:L 14:O 24:A 34:D A:1 D:1 L:1 O:1
D0 00:M 10:I 20:L 30:E E:1 I:1 L:1 M:1
D1 01:M 11:I 21:L 31:E E:1 I:1 L:1 M:1
D2 02:M 12:I 22:L 32:E E:1 I:1 L:1 M:1
D3 03:M 13:I 23:L 33:E E:1 I:1 L:1 M:1
D4 04:M 14:I 24:L 34:E E:1 I:1 L:1 M:1
D0 00:A 10:G 20:E 30:S A:1 E:1 G:1 S:1
D1 01:A 11:G 21:E 31:S A:1 E:1 G:1 S:1
D2 02:A 12:G 22:E 32:S A:1 E:1 G:1 S:1
D3 03:A 13:G 23:E 33:S A:1 E:1 G:1 S:1
D4 04:A 14:G 24:E 34:S A:1 E:1 G:1 S:1
D0 00:L 10:U 20:C 30:K C:1 K:1 L:1 U:1
D1 01:L 11:U 21:C 31:K C:1 K:1 L:1 U:1
D2 02:L 12:U 22:C 32:K C:1 K:1 L:1 U:1
D3 03:L 13:U 23:C 33:K C:1 K:1 L:1 U:1
D4 04:L 14:U 24:C 34:K C:1 K:1 L:1 U:1
D0 00:B 10:E 20:E 30:R B:1 E:1 R:1
D1 01:B 11:E 21:E 31:R B:1 E:1 R:1
D2 02:B 12:E 22:E 32:R B:1 E:1 R:1
D3 03:B 13:E 23:E 33:R B:1 E:1 R:1
D4 04:B 14:E 24:E 34:R B:1 E:1 R:1
D0 00:P 10:A 20:C 30:K A:1 C:1 K:1 P:1
D1 01:P 11:A 21:C 31:K A:1 C:1 K:1 P:1
D2 02:P 12:A 22:C 32:K A:1 C:1 K:1 P:1
D3 03:P 13:A 23:C 33:K A:1 C:1 K:1 P:1
D4 04:P 14:A 24:C 34:K A:1 C:1 K:1 P:1
D0 00:H 10:A 20:T 30:E A:1 E:1 H:1 T:1
D1 01:H 11:A 21:T 31:E A:1 E:1 H:1 T:1
D2 02:H 12:A 22:T 32:E A:1 E:1 H:1 T:1
D3 03:H 13:A 23:T 33:E A:1 E:1 H:1 T:1
D4 04:H 14:A 24:T 34:E A:1 E:1 H:1 T:1
D0 00:E 10:A 20:S 30:E A:1 E:1 S:1
D1 01:E 11:A 21:S 31:E A:1 E:1 S:1
D2 02:E 12:A 22:S 32:E A:1 E:1 S:1
D3 03:E 13:A 23:S 33:E A:1 E:1 S:1
D4 04:E 14:A 24:S 34:E A:1 E:1 S:1
D0 00:A 10:R 20:T 30:S A:1 R:1 S:1 T:1
D1 01:A 11:R 21:T 31:S A:1 R:1 S:1 T:1
D2 02:A 12:R 22:T 32:S A:1 R:1 S:1 T:1
D3 03:A 13:R 23:T 33:S A:1 R:1 S:1 T:1
D4 04:A 14:R 24:T 34:S A:1 R:1 S:1 T:1
D0 00:H 10:O 20:S 30:T H:1 O:1 S:1 T:1
D1 01:H 11:O 21:S 31:T H:1 O:1 S:1 T:1
D2 02:H 12:O 22:S 32:T H:1 O:1 S:1 T:1
D3 03:H 13:O 23:S 33:T H:1 O:1 S:1 T:1
D4 04:H 14:O 24:S 34:T H:1 O:1 S:1 T:1
D0 00:H 10:U 20:N 30:G G:1 H:1 N:1 U:1
D1 01:H 11:U 21:N 31:G G:1 H:1 N:1 U:1
D2 02:H 12:U 22:N 32:G G:1 H:1 N:1 U:1
D3 03:H 13:U 23:N 33:G G:1 H:1 N:1 U:1
D4 04:H 14:U 24:N 34:G G:1 H:1 N:1 U:1
D0 00:C 10:R 20:E 30:W C:1 E:1 R:1 W:1
D1 01:C 11:R 21:E 31:W C:1 E:1 R:1 W:1
D2 02:C 12:R 22:E 32:W C:1 E:1 R:1 W:1
D3 03:C 13:R 23:E 33:W C:1 E:1 R:1 W:1
D4 04:C 14:R 24:E 34:W C:1 E:1 R:1 W:1
D0 00:P 10:U 20:T 30:S P:1 S:1 T:1 U:1
D1 01:P 11:U 21:T 31:S P:1 S:1 T:1 U:1
D2 02:P 12:U 22:T 32:S P:1 S:1 T:1 U:1
D3 03:P 13:U 23:T 33:S P:1 S:1 T:1 U:1
D4 04:P 14:U 24:T 34:S P:1 S:1 T:1 U:1
D0 00:H 10:A 20:R 30:M A:1 H:1 M:1 R:1
D1 01:H 11:A 21:R 31:M A:1 H:1 M:1 R:1
D2 02:H 12:A 22:R 32:M A:1 H:1 M:1 R:1
D3 03:H 13:A 23:R 33:M A:1 H:1 M:1 R:1
D4 04:H 14:A 24:R 34:M A:1 H:1 M:1 R:1
D0 00:C 10:A 20:M 30:P A:1 C:1 M:1 P:1
D1 01:C 11:A 21:M 31:P A:1 C:1 M:1 P:1
D2 02:C 12:A 22:M 32:P A:1 C:1 M:1 P:1
D3 03:C 13:A 23:M 33:P A:1 C:1 M:1 P:1
D4 04:C 14:A 24:M 34:P A:1 C:1 M:1 P:1
D0 00:W 10:O 20:R 30:E E:1 O:1 R:1 W:1
D1 01:W 11:O 21:R 31:E E:1 O:1 R:1 W:1
D2 02:W 12:O 22:R 32:E E:1 O:1 R:1 W:1
D3 03:W 13:O 23:R 33:E E:1 O:1 R:1 W:1
D4 04:W 14:O 24:R 34:E E:1 O:1 R:1 W:1
D0 00:S 10:A 20:N 30:D A:1 D:1 N:1 S:1
D1 01:S 11:A 21:N 31:D A:1 D:1 N:1 S:1
D2 02:S 12:A 22:N 32:D A:1 D:1 N:1 S:1
D3 03:S 13:A 23:N 33:D A:1 D:1 N:1 S:1
D4 04:S 14:A 24:N 34:D A:1 D:1 N:1 S:1
D0 00:H 10:I 20:L 30:L H:1 I:1 L:1
D1 01:H 11:I 21:L 31:L H:1 I:1 L:1
D2 02:H 12:I 22:L 32:L H:1 I:1 L:1
D3 03:H 13:I 23:L 33:L H:1 I:1 L:1
D4 04:H 14:I 24:L 34:L H:1 I:1 L:1
D0 00:B 10:O 20:S 30:S B:1 O:1 S:1
D1 01:B 11:O 21:S 31:S B:1 O:1 S:1
D2 02:B 12:O 22:S 32:S B:1 O:1 S:1
D3 03:B 13:O 23:S 33:S B:1 O:1 S:1
D4 04:B 14:O 24:S 34:S B:1 O:1 S:1
D0 00:E 10:A 20:R 30:S A:1 E:1 R:1 S:1
D1 01:E 11:A 21:R 31:S A:1 E:1 R:1 S:1
D2 02:E 12:A 22:R 32:S A:1 E:1 R:1 S:1
D3 03:E 13:A 23:R 33:S A:1 E:1 R:1 S:1
D4 04:E 14:A 24:R 34:S A:1 E:1 R:1 S:1
D0 00:P 10:I 20:N 30:K I:1 K:1 N:1 P:1
D1 01:P 11:I 21:N 31:K I:1 K:1 N:1 P:1
D2 02:P 12:I 22:N 32:K I:1 K:1 N:1 P:1
D3 03:P 13:I 23:N 33:K I:1 K:1 N:1 P:1
D4 04:P 14:I 24:N 34:K I:1 K:1 N:1 P:1
D0 00:B 10:O 20:M 30:B B:1 M:1 O:1
D1 01:B 11:O 21:M 31:B B:1 M:1 O:1
D2 02:B 12:O 22:M 32:B B:1 M:1 O:1
D3 03:B 13:O 23:M 33:B B:1 M:1 O:1
D4 04:B 14:O 24:M 34:B B:1 M:1 O:1
D0 00:G 10:A 20:T 30:E A:1 E:1 G:1 T:1
D1 01:G 11:A 21:T 31:E A:1 E:1 G:1 T:1
D2 02:G 12:A 22:T 32:E A:1 E:1 G:1 T:1
D3 03:G 13:A 23:T 33:E A:1 E:1 G:1 T:1
D4 04:G 14:A 24:T 34:E A:1 E:1 G:1 T:1
D0 00:R 10:E 20:L 30:Y E:1 L:1 R:1 Y:1
D1 01:R 11:E 21:L 31:Y E:1 L:1 R:1 Y:1
D2 02:R 12:E 22:L 32:Y E:1 L:1 R:1 Y:1
D3 03:R 13:E 23:L 33:Y E:1 L:1 R:1 Y:1
D4 04:R 14:E 24:L 34:Y E:1 L:1 R:1 Y:1
D0 00:F 10:E 20:E 30:S E:1 F:1 S:1
D1 01:F 11:E 21:E 31:S E:1 F:1 S:1
D2 02:F 12:E 22:E 32:S E:1 F:1 S:1
D3 03:F 13:E 23:E 33:S E:1 F:1 S:1
D4 04:F 14:E 24:E 34:S E:1 F:1 S:1
D0 00:G 10:I 20:F 30:T F:1 G:1 I:1 T:1
D1 01:G 11:I 21:F 31:T F:1 G:1 I:1 T:1
D2 02:G 12:I 22:F 32:T F:1 G:1 I:1 T:1
D3 03:G 13:I 23:F 33:T F:1 G:1 I:1 T:1
D4 04:G 14:I 24:F 34:T F:1 G:1 I:1 T:1
D0 00:R 10:O 20:L 30:L L:1 O:1 R:1
D1 01:R 11:O 21:L 31:L L:1 O:1 R:1
D2 02:R 12:O 22:L 32:L L:1 O:1 R:1
D3 03:R 13:O 23:L 33:L L:1 O:1 R:1
D4 04:R 14:O 24:L 34:L L:1 O:1 R:1
D0 00:C 10:A 20:L 30:M A:1 C:1 L:1 M:1
D1 01:C 11:A 21:L 31:M A:1 C:1 L:1 M:1
D2 02:C 12:A 22:L 32:M A:1 C:1 L:1 M:1
D3 03:C 13:A 23:L 33:M A:1 C:1 L:1 M:1
D4 04:C 14:A 24:L 34:M A:1 C:1 L:1 M:1
D0 00:T 10:I 20:E 30:D D:1 E:1 I:1 T:1
D1 01:T 11:I 21:E 31:D D:1 E:1 I:1 T:1
D2 02:T 12:I 22:E 32:D D:1 E:1 I:1 T:1
D3 03:T 13:I 23:E 33:D D:1 E:1 I:1 T:1
D4 04:T 14:I 24:E 34:D D:1 E:1 I:1 T:1
D0 00:C 10:A 20:K 30:E A:1 C:1 E:1 K:1
D1 01:C 11:A 21:K 31:E A:1 C:1 E:1 K:1
D2 02:C 12:A 22:K 32:E A:1 C:1 E:1 K:1
D3 03:C 13:A 23:K 33:E A:1 C:1 E:1 K:1
D4 04:C 14:A 24:K 34:E A:1 C:1 E:1 K:1
D0 00:H 10:A 20:N 30:G A:1 G:1 H:1 N:1
D1 01:H 11:A 21:N 31:G A:1 G:1 H:1 N:1
D2 02:H 12:A 22:N 32:G A:1 G:1 H:1 N:1
D3 03:H 13:A 23:N 33:G A:1 G:1 H:1 N:1
D4 04:H 14:A 24:N 34:G A:1 G:1 H:1 N:1
D0 00:S 10:O 20:U 30:L L:1 O:1 S:1 U:1
D1 01:S 11:O 21:U 31:L L:1 O:1 S:1 U:1
D2 02:S 12:O 22:U 32:L L:1 O:1 S:1 U:1
D3 03:S 13:O 23:U 33:L L:1 O:1 S:1 U:1
D4 04:S 14:O 24:U 34:L L:1 O:1 S:1 U:1
D0 00:T 10:A 20:I 30:L A:1 I:1 L:1 T:1
D1 01:T 11:A 21:I 31:L A:1 I:1 L:1 T:1
D2 02:T 12:A 22:I 32:L A:1 I:1 L:1 T:1
D3 03:T 13:A 23:I 33:L A:1 I:1 L:1 T:1
D4 04:T 14:A 24:I 34:L A:1 I:1 L:1 T:1
D0 00:M 10:O 20:D 30:E D:1 E:1 M:1 O:1
D1 01:M 11:O 21:D 31:E D:1 E:1 M:1 O:1
D2 02:M 12:O 22:D 32:E D:1 E:1 M:1 O:1
D3 03:M 13:O 23:D 33:E D:1 E:1 M:1 O:1
D4 04:M 14:O 24:D 34:E D:1 E:1 M:1 O:1
D0 00:S 10:A 20:L 30:T A:1 L:1 S:1 T:1
D1 01:S 11:A 21:L 31:T A:1 L:1 S:1 T:1
D2 02:S 12:A 22:L 32:T A:1 L:1 S:1 T:1
D3 03:S 13:A 23:L 33:T A:1 L:1 S:1 T:1
D4 04:S 14:A 24:L 34:T A:1 L:1 S:1 T:1
D0 00:B 10:A 20:T 30:H A:1 B:1 H:1 T:1
D1 01:B 11:A 21:T 31:H A:1 B:1 H:1 T:1
D2 02:B 12:A 22:T 32:H A:1 B:1 H:1 T:1
D3 03:B 13:A 23:T 33:H A:1 B:1 H:1 T:1
D4 04:B 14:A 24:T 34:H A:1 B:1 H:1 T:1
D0 00:E 10:V 20:I 30:L E:1 I:1 L:1 V:1
D1 01:E 11:V 21:I 31:L E:1 I:1 L:1 V:1
D2 02:E 12:V 22:I 32:L E:1 I:1 L:1 V:1
D3 03:E 13:V 23:I 33:L E:1 I:1 L:1 V:1
D4 04:E 14:V 24:I 34:L E:1 I:1 L:1 V:1
D0 00:P 10:O 20:R 30:T O:1 P:1 R:1 T:1
D1 01:P 11:O 21:R 31:T O:1 P:1 R:1 T:1
D2 02:P 12:O 22:R 32:T O:1 P:1 R:1 T:1
D3 03:P 13:O 23:R 33:T O:1 P:1 R:1 T:1
D4 04:P 14:O 24:R 34:T O:1 P:1 R:1 T:1
D0 00:R 10:E 20:A 30:R A:1 E:1 R:1
D1 01:R 11:E 21:A 31:R A:1 E:1 R:1
D2 02:R 12:E 22:A 32:R A:1 E:1 R:1
D3 03:R 13:E 23:A 33:R A:1 E:1 R:1
D4 04:R 14:E 24:A 34:R A:1 E:1 R:1
D0 00:D 10:U 20:S 30:T D:1 S:1 T:1 U:1
D1 01:D 11:U 21:S 31:T D:1 S:1 T:1 U:1
D2 02:D 12:U 22:S 32:T D:1 S:1 T:1 U:1
D3 03:D 13:U 23:S 33:T D:1 S:1 T:1 U:1
D4 04:D 14:U 24:S 34:T D:1 S:1 T:1 U:1
D0 00:D 10:I 20:S 30:K D:1 I:1 K:1 S:1
D1 01:D 11:I 21:S 31:K D:1 I:1 K:1 S:1
D2 02:D 12:I 22:S 32:K D:1 I:1 K:1 S:1
D3 03:D 13:I 23:S 33:K D:1 I:1 K:1 S:1
D4 04:D 14:I 24:S 34:K D:1 I:1 K:1 S:1
D0 00:P 10:E 20:A 30:K A:1 E:1 K:1 P:1
D1 01:P 11:E 21:A 31:K A:1 E:1 K:1 P:1
D2 02:P 12:E 22:A 32:K A:1 E:1 K:1 P:1
D3 03:P 13:E 23:A 33:K A:1 E:1 K:1 P:1
D4 04:P 14:E 24:A 34:K A:1 E:1 K:1 P:1
D0 00:W 10:I 20:N 30:G G:1 I:1 N:1 W:1
D1 01:W 11:I 21:N 31:G G:1 I:1 N:1 W:1
D2 02:W 12:I 22:N 32:G G:1 I:1 N:1 W:1
D3 03:W 13:I 23:N 33:G G:1 I:1 N:1 W:1
D4 04:W 14:I 24:N 34:G G:1 I:1 N:1 W:1
D0 00:Y 10:A 20:R 30:D A:1 D:1 R:1 Y:1
D1 01:Y 11:A 21:R 31:D A:1 D:1 R:1 Y:1
D2 02:Y 12:A 22:R 32:D A:1 D:1 R:1 Y:1
D3 03:Y 13:A 23:R 33:D A:1 D:1 R:1 Y:1
D4 04:Y 14:A 24:R 34:D A:1 D:1 R:1 Y:1
D0 00:R 10:A 20:N 30:G A:1 G:1 N:1 R:1
D1 01:R 11:A 21:N 31:G A:1 G:1 N:1 R:1
D2 02:R 12:A 22:N 32:G A:1 G:1 N:1 R:1
D3 03:R 13:A 23:N 33:G A:1 G:1 N:1 R:1
D4 04:R 14:A 24:N 34:G A:1 G:1 N:1 R:1
D0 00:R 10:A 20:I 30:L A:1 I:1 L:1 R:1
D1 01:R 11:A 21:I 31:L A:1 I:1 L:1 R:1
D2 02:R 12:A 22:I 32:L A:1 I:1 L:1 R:1
D3 03:R 13:A 23:I 33:L A:1 I:1 L:1 R:1
D4 04:R 14:A 24:I 34:L A:1 I:1 L:1 R:1
D0 00:P 10:O 20:L 30:L L:1 O:1 P:1
D1 01:P 11:O 21:L 31:L L:1 O:1 P:1
D2 02:P 12:O 22:L 32:L L:1 O:1 P:1
D3 03:P 13:O 23:L 33:L L:1 O:1 P:1
D4 04:P 14:O 24:L 34:L L:1 O:1 P:1
D0 00:W 10:A 20:K 30:E A:1 E:1 K:1 W:1
D1 01:W 11:A 21:K 31:E A:1 E:1 K:1 W:1
D2 02:W 12:A 22:K 32:E A:1 E:1 K:1 W:1
D3 03:W 13:A 23:K 33:E A:1 E:1 K:1 W:1
D4 04:W 14:A 24:K 34:E A:1 E:1 K:1 W:1
D0 00:J 10:U 20:M 30:P J:1 M:1 P:1 U:1
D1 01:J 11:U 21:M 31:P J:1 M:1 P:1 U:1
D2 02:J 12:U 22:M 32:P J:1 M:1 P:1 U:1
D3 03:J 13:U 23:M 33:P J:1 M:1 P:1 U:1
D4 04:J 14:U 24:M 34:P J:1 M:1 P:1 U:1
D0 00:P 10:O 20:E 30:M E:1 M:1 O:1 P:1
D1 01:P 11:O 21:E 31:M E:1 M:1 O:1 P:1
D2 02:P 12:O 22:E 32:M E:1 M:1 O:1 P:1
D3 03:P 13:O 23:E 33:M E:1 M:1 O:1 P:1
D4 04:P 14:O 24:E 34:M E:1 M:1 O:1 P:1
D0 00:H 10:E 20:R 30:S E:1 H:1 R:1 S:1
D1 01:H 11:E 21:R 31:S E:1 H:1 R:1 S:1
D2 02:H 12:E 22:R 32:S E:1 H:1 R:1 S:1
D3 03:H 13:E 23:R 33:S E:1 H:1 R:1 S:1
D4 04:H 14:E 24:R 34:S E:1 H:1 R:1 S:1
D0 00:G 10:O 20:L 30:F F:1 G:1 L:1 O:1
D1 01:G 11:O 21:L 31:F F:1 G:1 L:1 O:1
D2 02:G 12:O 22:L 32:F F:1 G:1 L:1 O:1
D3 03:G 13:O 23:L 33:F F:1 G:1 L:1 O:1
D4 04:G 14:O 24:L 34:F F:1 G:1 L:1 O:1
D0 00:H 10:I 20:D 30:E D:1 E:1 H:1 I:1
D1 01:H 11:I 21:D 31:E D:1 E:1 H:1 I:1
D2 02:H 12:I 22:D 32:E D:1 E:1 H:1 I:1
D3 03:H 13:I 23:D 33:E D:1 E:1 H:1 I:1
D4 04:H 14:I 24:D 34:E D:1 E:1 H:1 I:1
D0 00:K 10:I 20:S 30:S I:1 K:1 S:1
D1 01:K 11:I 21:S 31:S I:1 K:1 S:1
D2 02:K 12:I 22:S 32:S I:1 K:1 S:1
D3 03:K 13:I 23:S 33:S I:1 K:1 S:1
D4 04:K 14:I 24:S 34:S I:1 K:1 S:1
D0 00:L 10:O 20:U 30:D D:1 L:1 O:1 U:1
D1 01:L 11:O 21:U 31:D D:1 L:1 O:1 U:1
D2 02:L 12:O 22:U 32:D D:1 L:1 O:1 U:1
D3 03:L 13:O 23:U 33:D D:1 L:1 O:1 U:1
D4 04:L 14:O 24:U 34:D D:1 L:1 O:1 U:1
D0 00:B 10:A 20:R 30:S A:1 B:1 R:1 S:1
D1 01:B 11:A 21:R 31:S A:1 B:1 R:1 S:1
D2 02:B 12:A 22:R 32:S A:1 B:1 R:1 S:1
D3 03:B 13:A 23:R 33:S A:1 B:1 R:1 S:1
D4 04:B 14:A 24:R 34:S A:1 B:1 R:1 S:1
D0 00:F 10:L 20:E 30:W E:1 F:1 L:1 W:1
D1 01:F 11:L 21:E 31:W E:1 F:1 L:1 W:1
D2 02:F 12:L 22:E 32:W E:1 F:1 L:1 W:1
D3 03:F 13:L 23:E 33:W E:1 F:1 L:1 W:1
D4 04:F 14:L 24:E 34:W E:1 F:1 L:1 W:1
D0 00:G 10:A 20:Z 30:E A:1 E:1 G:1 Z:1
D1 01:G 11:A 21:Z 31:E A:1 E:1 G:1 Z:1
D2 02:G 12:A 22:Z 32:E A:1 E:1 G:1 Z:1
D3 03:G 13:A 23:Z 33:E A:1 E:1 G:1 Z:1
D4 04:G 14:A 24:Z 34:E A:1 E:1 G:1 Z:1
D0 00:S 10:O 20:L 30:E E:1 L:1 O:1 S:1
D1 01:S 11:O 21:L 31:E E:1 L:1 O:1 S:1
D2 02:S 12:O 22:L 32:E E:1 L:1 O:1 S:1
D3 03:S 13:O 23:L 33:E E:1 L:1 O:1 S:1
D4 04:S 14:O 24:L 34:E E:1 L:1 O:1 S:1
D0 00:B 10:O 20:N 30:E B:1 E:1 N:1 O:1
D1 01:B 11:O 21:N 31:E B:1 E:1 N:1 O:1
D2 02:B 12:O 22:N 32:E B:1 E:1 N:1 O:1
D3 03:B 13:O 23:N 33:E B:1 E:1 N:1 O:1
D4 04:B 14:O 24:N 34:E B:1 E:1 N:1 O:1
D0 00:B 10:A 20:R 30:E A:1 B:1 E:1 R:1
D1 01:B 11:A 21:R 31:E A:1 B:1 E:1 R:1
D2 02:B 12:A 22:R 32:E A:1 B:1 E:1 R:1
D3 03:B 13:A 23:R 33:E A:1 B:1 E:1 R:1
D4 04:B 14:A 24:R 34:E A:1 B:1 E:1 R:1
D0 00:S 10:L 20:I 30:P I:1 L:1 P:1 S:1
D1 01:S 11:L 21:I 31:P I:1 L:1 P:1 S:1
D2 02:S 12:L 22:I 32:P I:1 L:1 P:1 S:1
D3 03:S 13:L 23:I 33:P I:1 L:1 P:1 S:1
D4 04:S 14:L 24:I 34:P I:1 L:1 P:1 S:1
D0 00:P 10:I 20:P 30:E E:1 I:1 P:1
D1 01:P 11:I 21:P 31:E E:1 I:1 P:1
D2 02:P 12:I 22:P 32:E E:1 I:1 P:1
D3 03:P 13:I 23:P 33:E E:1 I:1 P:1
D4 04:P 14:I 24:P 34:E E:1 I:1 P:1
